1	132 
2	66 
3	144 
4	308 
5	264 
6	165 
7	211 
8	237 
9	279 
10	131 
11	226 
12	209 
13	164 
14	274 
15	282 
16	117 
17	276 
18	137 
19	169 
20	220 
21	261 
22	54 
23	295 
24	190 
25	253 
26	72 
27	220 
28	294 
29	126 
30	303 
31	277 
32	187 
33	38 
34	125 
35	61 
36	93 
37	153 
38	20 
39	126 
40	293 
41	79 
42	306 
43	218 
44	98 
45	210 
46	42 
47	226 
48	145 
49	295 
50	286 
51	12 
52	85 
53	196 
54	293 
55	180 
56	142 
57	55 
58	216 
59	271 
60	303 
61	12 
62	38 
63	64 
64	86 
65	152 
66	229 
67	252 
68	306 
69	276 
70	129 
71	101 
72	133 
73	289 
74	38 
75	147 
76	81 
77	299 
78	264 
79	62 
80	218 
81	274 
82	237 
83	168 
84	130 
85	256 
86	1 
87	256 
88	3 
89	252 
90	191 
91	303 
92	273 
93	182 
94	68 
95	216 
96	251 
97	36 
98	25 
99	226 
100	259 
101	207 
102	226 
103	86 
104	140 
105	14 
106	119 
107	14 
108	308 
109	156 
110	2 
111	92 
112	98 
113	239 
114	83 
115	204 
116	261 
117	73 
118	148 
119	76 
120	116 
121	200 
122	110 
123	187 
124	233 
125	58 
126	149 
127	158 
128	272 
129	3 
130	248 
131	2 
132	177 
133	212 
134	261 
135	215 
136	212 
137	79 
138	286 
139	221 
140	285 
141	56 
142	209 
143	165 
144	70 
145	182 
146	282 
147	104 
148	278 
149	31 
150	261 
151	184 
152	246 
153	76 
154	91 
155	274 
156	168 
157	177 
158	238 
159	230 
160	64 
161	256 
162	153 
163	149 
164	54 
165	14 
166	166 
167	13 
168	307 
169	261 
170	20 
171	147 
172	164 
173	7 
174	42 
175	270 
176	154 
177	15 
178	124 
179	144 
180	247 
181	213 
182	128 
183	130 
184	297 
185	299 
186	245 
187	152 
188	277 
189	91 
190	226 
191	203 
192	184 
193	68 
194	128 
195	192 
196	163 
197	201 
198	157 
199	282 
200	156 
201	132 
202	255 
203	204 
204	119 
205	197 
206	187 
207	150 
208	198 
209	196 
210	184 
211	220 
212	268 
213	277 
214	37 
215	143 
216	193 
217	163 
218	120 
219	50 
220	165 
221	48 
222	22 
223	11 
224	14 
225	225 
226	225 
227	133 
228	168 
229	21 
230	264 
231	195 
232	23 
233	287 
234	178 
235	49 
236	124 
