1	839 
2	2172 
3	490 
4	968 
5	1689 
6	2236 
7	941 
8	1734 
9	365 
10	806 
11	2428 
12	1905 
13	275 
14	2903 
15	1677 
16	2858 
17	120 
18	3018 
19	208 
20	1149 
21	2269 
22	1247 
23	2046 
24	2838 
25	1289 
26	1787 
27	2864 
28	2792 
29	1480 
30	2640 
31	592 
32	936 
33	906 
34	2211 
35	1389 
36	2133 
37	477 
38	875 
39	781 
40	1735 
41	850 
42	2881 
43	1552 
44	2865 
45	1283 
46	1230 
47	221 
48	1453 
49	523 
50	2165 
51	2504 
52	1014 
53	2151 
54	204 
55	2085 
56	479 
57	2192 
58	1801 
59	528 
60	125 
61	152 
62	2318 
63	1825 
64	401 
65	1564 
66	2359 
67	1904 
68	1907 
69	962 
70	2762 
71	1944 
72	2322 
73	2956 
74	324 
75	78 
76	2950 
77	1477 
78	3022 
79	152 
80	2369 
81	799 
82	2391 
83	431 
84	77 
85	3040 
86	1786 
87	1080 
88	1817 
89	1237 
90	1020 
91	873 
92	1204 
93	613 
94	2016 
95	378 
96	2089 
97	2720 
98	2195 
99	2322 
100	1167 
101	2614 
102	752 
103	2712 
104	606 
105	1530 
106	785 
107	227 
108	1141 
109	2876 
110	2131 
111	2632 
112	2586 
113	891 
114	1666 
115	1446 
116	2349 
117	1232 
118	1359 
119	2309 
120	2924 
121	582 
122	2622 
123	2176 
124	931 
125	1821 
126	372 
127	445 
128	1811 
129	1866 
130	1242 
131	725 
132	80 
133	2970 
134	1724 
135	1440 
136	236 
137	2738 
138	1079 
139	2310 
140	1612 
141	2808 
142	1864 
143	993 
144	1227 
145	649 
146	758 
147	2090 
148	2746 
149	221 
150	186 
151	1819 
152	322 
153	2419 
154	685 
155	1322 
156	535 
157	2697 
158	618 
159	2727 
160	1910 
161	2565 
162	422 
163	2330 
164	208 
165	2374 
166	151 
167	183 
168	2852 
169	1471 
170	2858 
171	265 
172	2167 
173	2803 
174	2896 
175	475 
176	195 
177	1337 
178	487 
179	527 
180	393 
181	1563 
182	820 
183	2269 
184	2896 
185	1303 
186	2177 
187	2469 
188	14 
189	916 
190	2491 
191	2897 
192	13 
193	2766 
194	48 
195	1028 
196	267 
197	1598 
198	2996 
199	342 
200	20 
201	2818 
202	2400 
203	2578 
204	1704 
205	1658 
206	2398 
207	472 
208	583 
209	2955 
210	2225 
211	2922 
212	1179 
213	1204 
214	603 
215	661 
216	1783 
217	795 
218	1436 
219	1655 
220	576 
221	1679 
222	552 
223	592 
224	2511 
225	2402 
226	2169 
227	2612 
228	213 
229	1375 
230	717 
231	1696 
232	210 
233	633 
234	1853 
235	1843 
236	1550 
237	593 
238	1176 
239	3007 
240	1581 
241	2370 
242	1163 
243	2395 
244	143 
245	1645 
246	457 
247	1481 
248	1412 
249	802 
250	1278 
251	2618 
252	1577 
253	1918 
254	2545 
255	2038 
256	2877 
257	2862 
258	2440 
259	144 
260	2665 
261	100 
262	1069 
263	857 
264	2354 
265	195 
266	2723 
267	2016 
268	522 
269	2121 
270	1865 
271	2819 
272	1298 
273	2785 
274	2584 
275	9 
276	1636 
277	1928 
278	2893 
279	2014 
280	1686 
281	2088 
282	1955 
283	840 
284	2442 
285	917 
286	769 
287	1395 
288	2369 
289	2065 
290	213 
291	594 
292	1844 
293	2816 
294	393 
295	892 
296	46 
297	2440 
298	2057 
299	787 
300	2406 
301	1287 
302	1648 
303	2778 
304	2966 
305	360 
306	468 
307	365 
308	1431 
309	1292 
310	2623 
311	2470 
312	2553 
313	819 
314	2296 
315	799 
316	813 
317	2843 
318	2591 
319	632 
320	1444 
321	840 
322	2444 
323	2448 
324	221 
325	1857 
326	2984 
327	1753 
328	290 
329	1359 
330	1306 
331	722 
332	2865 
333	2363 
334	2271 
335	2569 
336	1395 
337	2173 
338	2679 
339	226 
340	2784 
341	1012 
342	1191 
343	1180 
344	591 
345	2057 
346	2479 
347	84 
348	2206 
349	464 
350	915 
351	189 
352	2085 
353	2796 
354	1652 
355	3041 
356	525 
357	2842 
358	1840 
359	2125 
360	1677 
361	2926 
362	1225 
363	2237 
364	1973 
365	428 
366	1387 
367	723 
368	1584 
369	2786 
370	2228 
371	129 
372	2027 
373	900 
374	2615 
375	198 
376	815 
377	3049 
378	542 
379	1680 
380	2302 
381	723 
382	1977 
383	2574 
384	1962 
385	2616 
386	66 
387	2392 
388	25 
389	2629 
390	2830 
391	1416 
392	766 
393	2256 
394	532 
395	2542 
396	1072 
397	105 
398	2753 
399	739 
400	1432 
401	469 
402	864 
403	2351 
404	361 
405	2314 
406	935 
407	2396 
408	2056 
409	2958 
410	2840 
411	707 
412	2854 
413	2436 
414	2728 
415	1478 
416	3034 
417	997 
418	1199 
419	1134 
420	1819 
421	251 
422	621 
423	2097 
424	2957 
425	2504 
426	2202 
427	1268 
428	2172 
429	1881 
430	2352 
431	1184 
432	2545 
433	2767 
434	507 
435	930 
436	1124 
437	1437 
438	2584 
439	2864 
440	228 
441	383 
442	301 
443	1959 
444	1636 
445	2827 
446	2565 
447	854 
448	1658 
449	2675 
450	28 
451	1011 
452	2213 
453	1098 
454	129 
455	2954 
456	2904 
457	2105 
458	635 
459	65 
460	876 
461	529 
462	3024 
463	2711 
464	2080 
465	2120 
466	1367 
467	2089 
468	470 
469	1575 
470	2311 
471	2267 
472	424 
473	770 
474	549 
475	1639 
476	1674 
477	2815 
478	627 
479	2139 
480	2943 
481	518 
482	475 
483	775 
484	2948 
485	1333 
486	67 
487	2928 
488	1167 
489	2216 
490	288 
491	2169 
492	2836 
493	568 
494	2442 
495	438 
496	2981 
497	1337 
498	2977 
499	1576 
500	40 
501	1618 
502	1137 
503	2476 
504	2104 
505	928 
506	796 
507	2454 
508	1617 
509	2622 
510	34 
511	291 
512	2856 
513	848 
514	1606 
515	1452 
516	42 
517	2398 
518	477 
519	2560 
520	1151 
521	655 
522	376 
523	3018 
524	2475 
525	2527 
526	499 
527	40 
528	891 
529	486 
530	1225 
531	707 
532	36 
533	368 
534	1228 
535	330 
536	1926 
537	170 
538	3008 
539	2612 
540	766 
541	355 
542	13 
543	874 
544	2771 
545	2051 
546	2603 
547	3021 
548	2486 
549	1327 
550	609 
551	584 
552	2238 
553	1282 
554	300 
555	90 
556	1233 
557	2752 
558	1404 
559	11 
560	1295 
561	2078 
562	1230 
563	2222 
564	2608 
565	1933 
566	1927 
567	2088 
568	1980 
569	1495 
570	2384 
571	819 
572	619 
573	2401 
574	1321 
575	2250 
576	1956 
577	1387 
578	2227 
579	2240 
580	2735 
581	2153 
582	796 
583	238 
584	401 
585	1918 
586	755 
587	2109 
588	124 
589	2038 
590	827 
591	2169 
592	2299 
593	2697 
594	1521 
595	136 
596	3040 
597	1453 
598	2839 
599	2602 
600	1067 
601	2655 
602	2774 
603	219 
604	1488 
605	2381 
606	1715 
607	103 
608	2368 
609	107 
610	651 
611	1298 
612	603 
613	871 
614	3034 
615	2853 
616	1043 
617	1414 
618	2111 
619	1149 
620	1745 
621	549 
622	3025 
623	288 
624	2048 
625	42 
626	1144 
627	1140 
628	675 
629	602 
630	2420 
631	2928 
632	110 
633	1408 
634	93 
635	1352 
636	1206 
637	3043 
638	578 
639	1115 
640	2480 
641	1354 
642	1713 
643	1095 
644	2205 
645	2110 
646	1520 
647	923 
648	1072 
649	3052 
650	1235 
651	2481 
652	722 
653	314 
654	1668 
655	2687 
656	2175 
657	1151 
658	2516 
659	1286 
660	707 
661	634 
662	674 
663	1198 
664	2041 
665	414 
666	1336 
667	2055 
668	2297 
669	1670 
670	1876 
671	1988 
672	221 
673	587 
674	2683 
675	1715 
676	2052 
677	1757 
678	2447 
679	757 
680	1649 
681	1587 
682	2318 
683	1096 
684	927 
685	2248 
686	273 
687	1268 
688	1454 
689	338 
690	1178 
691	1005 
692	430 
693	2075 
694	393 
695	530 
696	3008 
697	624 
698	2752 
699	1579 
700	2253 
701	2174 
702	2630 
703	1830 
704	2832 
705	2897 
706	1976 
707	2817 
708	981 
709	2216 
710	2648 
711	603 
712	96 
713	2980 
714	1512 
715	694 
716	3022 
717	1077 
718	3020 
719	571 
720	476 
721	1656 
722	2574 
723	2335 
724	1388 
725	813 
726	1020 
727	2050 
728	2256 
729	923 
730	2800 
731	1916 
732	684 
733	2790 
734	1057 
735	2965 
736	1181 
737	2196 
738	2699 
739	1996 
740	764 
741	141 
742	1976 
743	2482 
744	2601 
745	701 
746	2156 
747	480 
748	2584 
749	1301 
750	417 
751	212 
752	2268 
753	1604 
754	1339 
755	797 
756	614 
757	584 
758	2797 
759	1413 
760	962 
761	192 
762	2476 
763	2242 
764	1208 
765	1245 
766	1524 
767	1445 
768	2515 
769	126 
770	2602 
771	1249 
772	986 
773	147 
774	1759 
775	1211 
776	1048 
777	322 
778	1043 
779	340 
780	1364 
781	1075 
782	740 
783	2455 
784	791 
785	2815 
786	97 
787	2978 
788	2627 
789	111 
790	2968 
791	180 
792	44 
793	1523 
794	781 
795	1163 
796	454 
797	375 
798	224 
799	1811 
800	152 
801	2900 
802	1311 
803	538 
804	1849 
805	2215 
806	637 
807	2422 
808	404 
809	1171 
810	2390 
811	1769 
812	3013 
813	2340 
814	234 
815	2091 
816	2105 
817	1835 
818	1270 
819	129 
820	1196 
821	1646 
822	2759 
823	2703 
824	758 
825	1616 
826	2457 
827	408 
828	2082 
829	2456 
830	2655 
831	2530 
832	2270 
833	2342 
834	2388 
835	2474 
836	1348 
837	1494 
838	537 
839	2944 
840	920 
841	2952 
842	2434 
843	2521 
844	642 
845	1426 
846	548 
847	1455 
848	307 
849	283 
850	1990 
851	2592 
852	109 
853	1099 
854	1787 
855	1179 
856	1963 
857	2282 
858	904 
859	2232 
860	3040 
861	1602 
862	1364 
863	950 
864	2940 
865	2882 
866	1538 
867	1118 
868	1082 
869	1941 
870	261 
871	777 
872	891 
873	187 
874	2301 
875	1242 
876	2980 
877	2518 
878	1750 
879	894 
880	514 
881	768 
882	2785 
883	1332 
884	1638 
885	1496 
886	16 
887	772 
888	608 
889	1445 
890	750 
891	273 
892	435 
893	330 
894	37 
895	423 
896	155 
897	2615 
898	2228 
899	2098 
900	1852 
901	2190 
902	2142 
903	872 
904	61 
905	2845 
906	1316 
907	585 
908	1075 
909	1908 
910	958 
911	1467 
912	99 
913	910 
914	670 
915	503 
916	2035 
917	2659 
918	2028 
919	1372 
920	1677 
921	689 
922	2140 
923	2285 
924	1096 
925	101 
926	1211 
927	1564 
928	557 
929	1986 
930	256 
931	2556 
932	2758 
933	1820 
934	818 
935	2585 
936	1739 
937	1618 
938	2049 
939	1217 
940	2289 
941	3023 
942	1621 
943	2673 
944	751 
945	199 
946	2698 
947	2125 
948	2129 
949	1325 
950	1776 
951	2248 
952	1018 
953	1524 
954	2411 
955	2738 
956	2228 
957	442 
958	2204 
959	3024 
960	2247 
961	822 
962	74 
963	1306 
964	1652 
965	88 
966	1972 
967	1803 
968	2448 
969	979 
970	123 
971	1486 
972	2537 
973	1592 
974	2468 
975	2207 
976	2275 
977	2531 
978	1422 
979	402 
980	2794 
981	2886 
982	1534 
983	2661 
984	1307 
985	2619 
986	1368 
987	1819 
988	2204 
989	1981 
990	383 
991	2280 
992	1885 
993	2739 
994	592 
995	335 
996	2613 
997	1024 
998	630 
999	202 
1000	1727 
1001	2279 
1002	1644 
1003	2500 
1004	2803 
1005	2008 
1006	1069 
1007	2893 
1008	663 
1009	2739 
1010	1912 
1011	2556 
1012	1237 
1013	1378 
1014	2967 
1015	1508 
1016	503 
1017	2404 
1018	1206 
1019	2208 
1020	1461 
1021	1326 
1022	2688 
1023	1419 
1024	494 
1025	1381 
1026	923 
1027	1701 
1028	749 
1029	182 
1030	2576 
1031	2270 
1032	707 
1033	2210 
1034	2623 
1035	14 
1036	1146 
1037	1533 
1038	2866 
1039	3022 
1040	1227 
1041	81 
1042	2974 
1043	742 
1044	244 
1045	1451 
1046	558 
1047	597 
1048	2211 
1049	646 
1050	2477 
1051	1753 
1052	2622 
1053	2827 
1054	2885 
1055	957 
1056	1387 
1057	623 
1058	1333 
1059	342 
1060	1129 
1061	2408 
1062	703 
1063	243 
1064	2987 
1065	2207 
1066	2348 
1067	1544 
1068	22 
1069	1329 
1070	352 
1071	755 
1072	636 
1073	835 
1074	1332 
1075	2779 
1076	1248 
1077	2936 
1078	1261 
1079	440 
1080	2565 
1081	2199 
1082	190 
1083	736 
1084	284 
1085	2774 
1086	756 
1087	2921 
1088	1515 
1089	1655 
1090	1898 
1091	540 
1092	2352 
1093	2667 
1094	2541 
1095	1675 
1096	309 
1097	1986 
1098	1940 
1099	735 
1100	2643 
1101	50 
1102	2704 
1103	1482 
1104	289 
1105	2943 
1106	2818 
1107	1917 
1108	1432 
1109	94 
1110	894 
1111	2889 
1112	1993 
1113	3003 
1114	1776 
1115	2565 
1116	2207 
1117	2958 
1118	893 
1119	1598 
1120	171 
1121	2422 
1122	271 
1123	1180 
1124	914 
1125	2071 
1126	2262 
1127	822 
1128	1684 
1129	114 
1130	1037 
1131	492 
1132	1673 
1133	1347 
1134	428 
1135	682 
1136	893 
1137	2465 
1138	302 
1139	613 
1140	1912 
1141	2345 
1142	3004 
1143	2194 
1144	1845 
1145	1135 
1146	836 
1147	495 
1148	408 
1149	1733 
1150	1392 
1151	651 
1152	196 
1153	1649 
1154	2718 
